,RiskPerformance,ExternalRiskEstimate,MSinceMostRecentTradeOpen,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden
6207,Good,-9,-9,-9,-9,-9,-9
6208,Good,83,6,-7,6,27,-8
6209,Good,72,56,9,1,18,-8
6210,Good,86,5,-7,6,6,12
6211,Good,70,79,-7,7,60,-8
6212,Good,68,3,32,2,22,-8
6213,Good,91,41,-7,-8,6,-8
6214,Good,-9,-9,-9,-9,-9,-9
6215,Good,77,9,-7,-8,30,8
6216,Good,64,2,7,0,76,24
6217,Good,77,8,74,2,32,69
6218,Good,86,3,-7,0,8,-8
6219,Good,82,20,-7,19,38,80
6220,Good,84,3,-7,2,0,51
6221,Bad,66,3,-7,3,-8,92
6222,Good,86,15,40,-8,6,21
6223,Bad,68,1,-7,1,81,76
6224,Good,88,7,-7,-8,6,-8
6225,Good,-9,-9,-9,-9,-9,-9
6226,Good,57,7,11,10,70,78
6227,Bad,66,28,1,7,17,-8
6228,Good,88,6,-7,15,14,-8
6229,Good,90,27,-7,-8,1,57
6230,Good,80,8,-7,12,30,-8
6231,Good,75,6,-7,9,17,61
6232,Bad,59,4,4,3,74,-8
6233,Good,-9,-9,-9,-9,-9,-9
6234,Good,76,2,-7,1,28,67
6235,Good,78,5,-7,0,41,22
6236,Good,80,7,46,1,11,22
6237,Good,66,3,5,1,20,-8
6238,Good,86,6,-7,4,12,32
6239,Good,84,4,-7,1,8,37
6240,Good,64,2,8,4,37,44
6241,Good,83,7,52,6,7,33
6242,Bad,73,51,27,1,13,-8
6243,Bad,63,4,0,5,13,-8
6244,Good,87,6,-7,-8,0,94
6245,Bad,72,16,-7,10,-8,83
6246,Good,91,18,-7,-8,8,-8
6247,Bad,68,12,-7,2,63,-8
6248,Bad,65,6,1,0,18,107
6249,Good,83,28,-7,1,0,46
6250,Bad,43,15,1,2,93,-8
6251,Good,76,7,-7,-8,54,-8
6252,Good,85,6,-7,6,8,69
6253,Good,71,2,40,2,34,91
6254,Good,83,3,-7,4,7,61
6255,Good,82,12,35,3,0,78
6256,Good,60,3,11,18,53,22
6257,Good,-9,-9,-9,-9,-9,-9
6258,Good,70,4,-7,0,31,88
6259,Good,87,42,-7,-8,8,-8
6260,Good,-9,-9,-9,-9,-9,-9
6261,Good,72,5,45,3,26,97
6262,Good,60,22,3,2,55,63
6263,Good,76,15,40,-8,0,-8
6264,Good,77,9,30,4,9,-8
6265,Good,88,74,-7,-8,0,49
6266,Good,77,14,11,-8,4,-8
6267,Good,88,15,-7,-8,5,72
6268,Bad,84,6,-7,0,7,-8
6269,Good,69,2,25,2,33,74
6270,Bad,85,13,26,1,4,-8
6271,Good,71,3,34,0,30,62
6272,Good,89,6,-7,-8,0,-8
6273,Bad,73,32,0,0,7,66
6274,Good,91,22,-7,-8,5,-8
6275,Good,73,6,-7,9,46,-8
6276,Good,73,8,59,-8,27,77
6277,Good,90,2,-7,11,8,86
6278,Good,92,43,-7,-8,1,-8
6279,Good,68,18,4,4,21,91
6280,Good,72,5,70,0,14,-8
6281,Bad,59,4,7,1,72,40
6282,Good,60,6,-7,10,75,54
6283,Good,89,38,-7,-8,0,-8
6284,Good,76,4,-7,8,35,48
6285,Good,81,8,40,0,2,-8
6286,Good,89,3,-7,1,6,91
6287,Good,77,3,9,12,9,94
6288,Bad,68,9,0,0,27,48
6289,Bad,73,4,-7,5,1,-8
6290,Good,75,5,-7,2,0,82
6291,Good,86,27,-7,-8,0,58
6292,Good,86,21,-7,-8,12,-8
6293,Good,86,6,36,0,0,-8
6294,Good,90,28,-7,13,0,5
6295,Good,77,3,-7,4,36,-8
6296,Good,82,10,-7,3,12,-8
6297,Good,67,7,32,1,50,70
6298,Bad,68,3,34,2,60,-8
6299,Good,79,4,61,0,11,-8
6300,Good,74,34,28,-8,71,53
6301,Bad,74,2,-7,0,36,-8
6302,Good,66,4,1,17,1,94
6303,Good,91,61,-7,-8,3,-8
6304,Bad,62,8,-7,0,39,90
6305,Good,77,17,17,1,6,61
6306,Bad,68,6,-7,1,88,-8
6307,Good,83,2,-7,4,20,-8
6308,Good,70,5,-7,1,46,78
6309,Good,81,1,36,7,3,-8
6310,Good,61,3,3,5,26,64
6311,Bad,72,5,46,7,57,50
6312,Good,68,3,13,3,43,68
6313,Bad,78,7,-7,3,52,66
6314,Bad,67,34,3,15,67,-8
6315,Good,88,3,-7,0,0,96
6316,Good,80,5,-7,0,18,83
6317,Bad,69,9,-7,0,39,69
6318,Bad,84,5,-7,0,9,67
6319,Bad,69,6,74,0,52,97
6320,Bad,68,3,33,0,10,101
6321,Good,86,2,-7,0,2,-8
6322,Bad,65,4,-7,0,80,95
6323,Bad,65,40,6,0,-8,72
6324,Bad,56,15,2,0,85,48
6325,Good,77,2,-7,0,48,100
6326,Bad,55,18,2,0,37,-8
6327,Bad,65,3,5,0,25,-8
6328,Good,77,20,-7,0,21,-8
6329,Good,64,3,14,0,46,21
6330,Bad,67,1,27,0,36,62
6331,Good,74,11,-8,0,-8,-8
6332,Bad,75,4,-7,0,11,84
6333,Bad,68,6,8,0,75,85
6334,Bad,61,8,12,0,-8,94
6335,Bad,86,9,-7,0,0,-8
6336,Good,86,30,65,0,2,12
6337,Good,79,8,-7,0,13,-8
6338,Good,82,5,72,0,9,-8
6339,Bad,58,5,15,0,2,100
6340,Bad,57,13,4,0,61,72
6341,Bad,73,0,-7,0,87,95
6342,Good,76,13,-7,0,75,83
6343,Bad,60,31,4,0,51,54
6344,Bad,69,6,-7,0,85,93
6345,Bad,80,18,-7,0,49,55
6346,Good,70,50,-7,0,100,-8
6347,Bad,60,7,-7,0,64,50
6348,Bad,75,0,11,0,3,75
6349,Good,88,2,-7,0,27,-8
6350,Bad,60,18,5,0,2,19
6351,Good,60,15,10,0,54,89
6352,Bad,64,11,20,0,68,88
6353,Bad,71,5,37,0,53,-8
6354,Good,73,11,29,0,6,84
6355,Good,79,5,-7,0,57,97
6356,Good,61,7,2,0,33,47
6357,Bad,76,1,-7,0,44,-8
6358,Bad,64,2,72,0,60,80
6359,Bad,59,10,-7,0,90,-8
6360,Bad,80,4,-7,0,7,91
6361,Bad,68,4,18,0,24,-8
6362,Bad,72,6,-8,0,-8,80
6363,Good,82,3,-7,0,30,-8
6364,Bad,76,5,-7,0,40,72
6365,Bad,75,2,51,0,57,79
6366,Bad,65,4,-7,0,73,79
6367,Bad,69,13,5,0,41,67
6368,Good,69,26,4,0,46,68
6369,Good,81,13,-7,0,23,-8
6370,Bad,68,8,-7,0,89,73
6371,Bad,77,6,-8,0,0,78
6372,Bad,55,6,1,0,83,62
6373,Bad,72,2,-7,0,28,-8
6374,Bad,57,2,3,0,63,62
6375,Good,73,15,21,0,55,-8
6376,Good,87,7,-7,0,1,94
6377,Bad,70,3,-7,0,96,46
6378,Bad,64,6,2,0,10,-8
6379,Bad,64,16,4,0,52,-8
6380,Good,64,6,42,0,92,97
6381,Good,78,4,-7,0,25,62
6382,Bad,79,4,40,0,14,86
6383,Bad,67,11,-7,0,104,34
6384,Good,86,11,-7,0,12,-8
6385,Bad,69,13,-7,0,97,-8
6386,Good,63,11,34,0,74,-8
6387,Bad,84,5,30,0,5,-8
6388,Bad,59,18,22,0,82,76
6389,Good,82,16,-7,0,-8,-8
6390,Bad,66,7,79,0,73,-8
6391,Bad,54,6,7,0,66,58
6392,Good,81,12,-7,0,21,29
6393,Bad,64,8,7,0,28,-8
6394,Good,81,3,-7,0,27,95
6395,Bad,76,7,-7,0,21,22
6396,Bad,74,3,-7,0,75,65
6397,Good,81,3,-7,0,33,63
6398,Bad,80,1,25,0,8,62
6399,Bad,58,13,7,0,40,79
6400,Good,87,48,-7,0,12,-8
6401,Good,69,1,-7,0,51,91
6402,Good,85,42,-7,0,19,-8
6403,Bad,65,39,5,0,34,-8
6404,Bad,81,7,-7,0,53,-8
6405,Good,80,3,-7,0,1,-8
6406,Bad,59,2,56,0,70,89
6407,Good,69,5,-7,0,55,68
6408,Good,59,16,19,0,96,59
6409,Bad,91,6,-7,0,1,-8
6410,Good,79,16,-7,0,47,-8
6411,Good,69,2,32,0,44,83
6412,Bad,65,6,2,0,3,-8
6413,Good,93,63,-7,0,0,-8
6414,Bad,62,1,1,0,8,77
6415,Bad,71,16,-7,0,26,64
6416,Bad,78,29,62,0,37,-8
6417,Bad,69,5,12,0,0,76
6418,Good,86,6,-7,0,14,86
6419,Bad,66,16,-7,0,81,-8
6420,Bad,54,7,3,0,26,93
6421,Bad,69,7,12,0,74,69
6422,Bad,68,15,8,0,75,-8
6423,Good,91,69,-7,0,4,-8
6424,Bad,70,7,36,0,34,-8
6425,Bad,59,2,-7,0,40,-8
6426,Good,59,5,2,0,89,-8
6427,Bad,63,9,58,0,69,-8
6428,Bad,67,21,-7,0,59,-8
6429,Bad,78,17,-7,0,71,-8
6430,Bad,65,11,-7,0,93,73
6431,Good,74,2,-7,0,56,100
6432,Good,75,3,-7,0,27,62
6433,Bad,77,0,38,0,22,-8
6434,Bad,64,8,6,0,69,64
6435,Bad,73,8,-7,0,99,91
6436,Bad,60,60,4,0,20,-8
6437,Bad,65,7,4,0,32,93
6438,Good,86,6,-7,0,4,80
6439,Bad,62,6,5,0,39,18
6440,Bad,74,7,-7,0,47,93
6441,Bad,70,12,14,0,70,-8
6442,Bad,70,2,-7,0,34,79
6443,Good,66,8,2,0,7,68
6444,Good,73,5,25,0,0,92
6445,Bad,56,4,5,0,19,74
6446,Good,87,16,-7,0,3,-8
6447,Bad,68,2,-7,0,43,95
6448,Bad,75,5,-7,0,89,95
6449,Bad,66,3,19,0,60,86
6450,Good,76,7,-8,0,32,45
6451,Bad,68,14,79,0,29,-8
6452,Bad,68,9,4,0,26,76
6453,Good,72,7,-7,0,28,42
6454,Bad,64,3,-7,0,73,73
6455,Bad,56,4,-7,0,-8,100
6456,Good,88,7,-7,0,11,-8
6457,Bad,62,5,9,0,66,89
6458,Good,60,15,7,0,55,68
6459,Good,72,23,49,0,48,60
6460,Bad,64,3,74,0,44,-8
6461,Bad,71,6,-7,0,43,96
6462,Good,81,21,-7,0,9,32
6463,Bad,60,3,-8,0,57,48
6464,Bad,73,1,78,0,10,94
6465,Bad,52,4,5,0,92,-8
6466,Bad,79,2,-7,0,35,88
6467,Good,74,13,-7,0,70,62
6468,Good,79,13,-7,0,42,56
6469,Bad,75,4,10,0,15,-8
6470,Bad,51,35,1,0,43,11
6471,Bad,63,3,-7,0,165,92
6472,Bad,62,4,-7,0,82,75
6473,Bad,59,8,-7,0,58,93
6474,Good,78,2,15,0,12,94
6475,Bad,59,17,1,0,77,-8
6476,Good,78,3,-7,0,43,24
6477,Good,85,7,-7,0,6,86
6478,Bad,60,4,39,0,74,94
6479,Bad,55,5,-7,0,97,36
6480,Good,73,6,-7,0,76,98
6481,Good,68,2,16,0,7,100
6482,Bad,65,1,25,0,54,100
6483,Bad,58,5,4,0,76,57
6484,Bad,69,2,-7,0,86,-8
6485,Good,81,4,-7,0,9,11
6486,Bad,63,1,56,0,16,80
6487,Good,77,4,-7,0,46,83
6488,Good,85,3,-8,0,1,64
6489,Bad,60,26,3,0,29,39
6490,Bad,66,8,45,0,47,86
6491,Good,80,12,-7,0,70,-8
6492,Good,89,18,-7,0,2,59
6493,Bad,58,13,1,0,70,23
6494,Bad,65,13,44,0,71,-8
6495,Bad,75,8,18,0,0,100
6496,Good,93,19,-7,0,1,-8
6497,Bad,68,7,-7,0,89,71
6498,Good,69,20,35,0,11,73
6499,Bad,66,22,15,0,74,-8
6500,Bad,60,10,2,0,70,46
6501,Bad,61,1,19,0,51,81
6502,Bad,63,2,1,0,72,68
6503,Bad,81,16,15,0,3,-8
6504,Good,64,2,3,0,31,85
6505,Bad,64,18,3,0,31,86
6506,Bad,67,0,-8,0,44,42
6507,Good,71,9,-7,0,95,80
6508,Bad,80,19,-7,0,55,61
6509,Bad,64,1,16,0,67,64
6510,Good,57,3,10,0,69,57
6511,Bad,63,16,31,0,76,65
6512,Bad,66,6,3,0,36,94
6513,Bad,58,2,2,0,69,77
6514,Bad,61,41,1,0,85,-8
6515,Bad,60,4,5,0,42,53
6516,Bad,68,6,7,0,33,77
6517,Good,89,19,-7,0,1,-8
6518,Good,80,9,-8,0,-8,-8
6519,Bad,75,10,47,0,4,17
6520,Good,-9,-9,-9,-9,-9,-9
6521,Bad,52,16,18,0,61,73
6522,Bad,-9,55,-7,0,-8,-8
6523,Bad,75,18,13,0,0,-8
6524,Good,73,14,23,0,53,-8
6525,Bad,61,7,7,0,67,68
6526,Good,76,8,-7,0,49,94
6527,Bad,58,5,2,0,59,-8
6528,Bad,64,23,6,0,87,58
6529,Bad,65,4,22,0,45,80
6530,Good,75,5,28,0,12,99
6531,Bad,61,2,6,0,22,-8
6532,Good,73,9,4,0,11,-8
6533,Good,75,2,29,0,13,49
6534,Bad,59,7,11,0,59,64
6535,Bad,75,2,78,0,41,-8
6536,Good,88,11,71,0,8,52
6537,Bad,60,7,-7,0,29,-8
6538,Bad,63,5,0,0,34,55
6539,Bad,57,5,-7,0,96,-8
6540,Bad,58,5,3,0,51,-8
6541,Bad,63,6,9,0,5,82
6542,Good,63,5,-7,0,78,68
6543,Bad,70,5,-7,0,56,71
6544,Bad,59,14,-8,0,35,76
6545,Good,67,9,23,0,60,77
6546,Bad,65,7,51,0,82,95
6547,Bad,69,5,4,0,47,99
6548,Good,70,5,-8,0,25,41
6549,Good,58,4,2,0,4,94
6550,Bad,64,7,69,0,89,-8
6551,Bad,55,17,2,0,93,-8
6552,Good,87,6,-7,0,11,57
6553,Bad,57,16,10,0,40,33
6554,Bad,76,18,-7,0,80,-8
6555,Bad,63,8,13,0,68,74
6556,Bad,65,8,18,0,-8,-8
6557,Good,68,7,6,0,31,60
6558,Bad,57,3,23,0,53,54
6559,Good,87,15,-7,0,21,-8
6560,Bad,72,4,-7,0,66,-8
6561,Bad,65,9,8,0,0,96
6562,Good,70,14,74,0,39,32
6563,Bad,77,18,22,0,0,54
6564,Bad,60,9,2,0,36,88
6565,Bad,58,3,1,0,54,38
6566,Good,81,8,35,0,4,21
6567,Bad,86,13,-7,0,10,-8
6568,Bad,72,1,8,0,2,65
6569,Bad,65,13,54,0,78,-8
6570,Bad,63,4,26,0,43,77
6571,Good,77,3,-7,0,14,-8
6572,Good,75,2,-7,0,47,-8
6573,Good,84,16,-7,0,14,30
6574,Bad,59,18,17,0,76,58
6575,Bad,59,6,3,0,80,46
6576,Bad,55,13,4,0,93,29
6577,Good,74,6,10,0,2,50
6578,Good,77,5,31,0,31,60
6579,Bad,65,1,46,0,9,94
6580,Bad,64,3,14,0,79,-8
6581,Bad,75,2,-7,0,47,98
6582,Bad,64,16,1,0,6,80
6583,Good,75,5,-7,0,20,-8
6584,Bad,67,9,2,0,60,56
6585,Bad,56,2,4,0,50,-8
6586,Bad,73,2,-7,0,36,83
6587,Bad,69,3,62,0,90,-8
6588,Bad,49,13,3,0,65,45
6589,Bad,67,3,2,0,14,95
6590,Bad,68,2,-7,0,64,62
6591,Good,71,1,-7,0,42,60
6592,Bad,63,6,8,0,90,86
6593,Good,77,2,65,0,2,-8
6594,Bad,60,1,21,0,93,92
6595,Good,75,1,-8,0,18,100
6596,Bad,61,10,3,-7,60,-8
6597,Good,74,4,-7,-7,41,97
6598,Good,80,4,-7,-7,17,74
6599,Bad,60,8,3,-7,57,60
6600,Good,87,7,-7,-7,3,50
6601,Good,86,12,-8,-7,4,-8
6602,Bad,66,11,8,-7,44,84
6603,Good,64,11,54,-7,72,65
6604,Good,79,4,-7,-7,12,-8
6605,Bad,67,25,-7,-7,79,-8
6606,Good,62,14,5,-7,74,1
6607,Good,66,15,-7,-7,68,64
6608,Bad,50,15,2,-7,23,23
6609,Bad,64,10,14,-7,57,80
6610,Bad,70,7,11,-7,13,76
6611,Bad,45,10,2,-7,68,69
6612,Bad,67,17,5,-7,17,56
6613,Good,85,11,-7,-7,34,-8
6614,Good,87,1,-7,-7,2,100
6615,Bad,70,5,-7,-7,84,70
6616,Good,77,2,-7,-7,36,82
6617,Bad,72,8,18,-7,7,92
6618,Good,89,156,-7,-7,0,-8
6619,Good,89,8,-7,-7,3,92
6620,Bad,60,4,-7,-7,66,42
6621,Bad,56,2,-7,-7,57,86
6622,Bad,69,19,9,-7,46,55
6623,Bad,83,15,-7,-7,10,90
6624,Bad,63,9,6,-7,71,132
6625,Good,82,4,-8,-7,4,44
6626,Bad,63,7,-7,-7,58,-8
6627,Bad,74,1,-7,-7,61,84
6628,Good,81,4,-7,-7,19,93
6629,Bad,73,7,13,-7,19,-8
6630,Bad,69,9,-7,-7,45,63
6631,Bad,64,5,15,-7,70,98
6632,Good,76,3,-7,-7,14,86
6633,Bad,68,6,37,-7,0,-8
6634,Bad,76,21,-7,-7,68,57
6635,Bad,67,2,-7,-7,24,75
6636,Bad,64,9,-7,-7,56,21
6637,Bad,61,10,2,-7,90,89
6638,Good,82,51,21,-7,4,-8
6639,Bad,59,23,9,-7,73,-8
6640,Bad,82,11,-7,-7,13,52
6641,Bad,69,2,15,-7,15,23
6642,Good,85,3,-7,-7,1,-8
6643,Good,-9,-9,-9,-9,-9,-9
6644,Good,83,10,-7,-7,12,79
6645,Good,84,5,-7,-7,25,90
6646,Bad,54,1,0,-7,103,97
6647,Bad,63,1,22,-7,0,100
6648,Bad,68,6,-8,-7,74,89
6649,Bad,63,4,63,-7,80,88
6650,Bad,67,18,6,-7,5,-8
6651,Good,71,5,-7,-7,70,65
6652,Good,88,2,-7,-7,1,46
6653,Good,69,3,70,-7,27,100
6654,Bad,82,9,28,-7,17,80
6655,Bad,69,3,-7,-7,51,98
6656,Good,67,4,48,-7,30,76
6657,Bad,69,16,-7,-7,22,81
6658,Good,85,35,-7,-7,2,-8
6659,Bad,87,2,-7,-7,6,100
6660,Bad,76,3,-7,-7,67,66
6661,Bad,61,7,14,-7,51,84
6662,Good,83,12,77,-7,7,-8
6663,Bad,75,10,46,-7,60,15
6664,Bad,60,32,2,-7,102,-8
6665,Good,69,4,54,-7,60,67
6666,Bad,71,2,5,-7,4,95
6667,Bad,65,22,8,-7,77,-8
6668,Good,78,6,-7,-7,13,-8
6669,Bad,68,3,34,-7,37,44
6670,Bad,62,17,18,-7,35,28
6671,Good,70,2,24,-7,28,65
6672,Bad,84,0,75,-7,7,5
6673,Bad,66,7,-7,-7,87,76
6674,Bad,68,4,-7,-7,18,6
6675,Bad,59,3,3,-7,4,97
6676,Good,80,3,-7,-7,11,-8
6677,Good,74,6,-7,-7,59,53
6678,Bad,60,2,3,-7,59,64
6679,Good,89,5,-7,-7,2,97
6680,Good,62,7,-7,-7,103,70
6681,Good,80,8,-7,-7,39,76
6682,Good,80,15,21,-7,19,54
6683,Bad,70,1,-7,-7,0,97
6684,Bad,62,7,20,-7,39,50
6685,Good,82,3,-7,-7,1,-8
6686,Bad,79,3,-7,-7,55,-8
6687,Bad,79,2,34,-7,9,-8
6688,Bad,74,5,70,-7,58,26
6689,Good,90,6,-7,-7,1,78
6690,Bad,85,3,-7,-7,10,-8
6691,Bad,66,7,31,-7,73,47
6692,Bad,64,2,4,-7,21,55
6693,Good,80,4,69,-7,0,-8
6694,Good,79,10,-7,-7,25,52
6695,Bad,74,1,26,-7,36,-8
6696,Bad,84,1,-7,-7,3,-8
6697,Bad,70,11,26,-7,68,74
6698,Bad,64,6,1,-7,3,89
6699,Bad,88,9,-7,-7,0,70
6700,Good,84,1,-7,-7,32,76
6701,Bad,63,3,75,-7,33,90
6702,Good,75,8,2,-7,4,92
6703,Bad,73,6,19,-7,36,95
6704,Bad,61,33,2,-7,51,45
6705,Bad,58,2,-7,-7,74,74
6706,Bad,79,4,-7,-7,9,74
6707,Good,58,20,2,-7,11,60
6708,Good,90,16,-7,-7,10,-8
6709,Bad,62,2,73,-7,64,94
6710,Good,86,7,-7,-7,5,-8
6711,Good,91,6,-7,-7,0,-8
6712,Good,53,21,0,-7,82,79
6713,Good,79,10,-7,-7,24,78
6714,Good,72,6,78,-7,59,31
6715,Good,71,12,19,-7,97,30
6716,Bad,79,10,13,-7,4,63
6717,Good,90,30,-7,-7,4,-8
6718,Good,77,9,-7,-7,13,77
6719,Bad,83,3,-7,-7,7,-8
6720,Good,87,2,-7,-7,9,101
6721,Good,85,12,-7,-7,1,47
6722,Bad,74,4,-7,-7,26,40
6723,Bad,66,2,25,-7,-8,-8
6724,Bad,73,14,-7,-7,1,-8
6725,Good,86,20,-7,-7,10,48
6726,Good,82,11,-7,-7,8,50
6727,Bad,60,7,30,-7,89,87
6728,Bad,72,23,21,-7,25,-8
6729,Good,65,7,19,-7,72,77
6730,Bad,68,15,-7,-7,87,83
6731,Good,70,5,58,-7,4,95
6732,Bad,68,4,12,-7,41,85
6733,Bad,61,15,10,-7,71,77
6734,Bad,64,5,4,-7,11,66
6735,Bad,68,0,16,-7,25,31
6736,Bad,54,2,-7,-7,38,90
6737,Good,84,29,-7,-7,11,-8
6738,Bad,68,1,21,-7,64,26
6739,Good,86,5,-7,-7,6,87
6740,Bad,70,6,-7,-7,50,91
6741,Good,76,8,-7,-7,59,-8
6742,Good,91,30,-7,-7,4,-8
6743,Good,71,6,10,-7,19,56
6744,Good,84,26,-7,3,22,88
6745,Good,64,6,-7,2,68,48
6746,Bad,71,8,25,2,31,-8
6747,Good,73,4,40,9,39,86
6748,Bad,69,3,-7,1,51,73
6749,Bad,67,2,13,2,45,11
6750,Good,68,16,-7,1,86,69
6751,Bad,68,13,29,2,68,82
6752,Bad,61,5,11,0,46,85
6753,Bad,70,3,2,3,36,51
6754,Good,67,3,33,1,52,69
6755,Bad,54,9,2,0,62,-8
6756,Good,73,6,42,5,49,79
6757,Bad,85,4,-7,4,0,-8
6758,Good,62,7,2,9,4,-8
6759,Bad,69,3,18,5,2,-8
6760,Bad,88,4,-7,3,5,98
6761,Bad,71,4,55,6,27,-8
6762,Good,88,14,-7,13,2,-8
6763,Bad,63,9,-7,1,75,-8
6764,Bad,57,2,3,1,40,94
6765,Good,84,22,-7,21,0,12
6766,Good,77,2,-7,2,18,92
6767,Bad,65,7,22,3,59,67
6768,Bad,60,0,1,0,18,35
6769,Good,80,2,-7,3,21,65
6770,Good,62,2,4,2,52,51
6771,Good,80,1,-7,0,9,70
6772,Bad,92,1,-7,-8,1,53
6773,Good,75,4,-7,23,14,31
6774,Bad,89,7,-7,3,10,-8
6775,Good,83,1,-8,0,8,33
6776,Bad,58,8,18,0,71,39
6777,Bad,66,1,36,3,54,-8
6778,Bad,80,1,-7,1,19,44
6779,Bad,70,2,24,0,54,70
6780,Good,78,7,22,-8,31,-8
6781,Good,78,5,-8,5,16,89
6782,Bad,75,4,11,1,57,-8
6783,Bad,55,2,64,1,81,79
6784,Good,75,7,78,1,10,73
6785,Bad,66,43,-8,0,30,-8
6786,Good,71,6,-7,5,45,-8
6787,Good,85,72,-7,-8,31,-8
6788,Good,-9,-9,-9,-9,-9,-9
6789,Bad,64,6,7,3,62,91
6790,Bad,61,6,1,0,30,-8
6791,Bad,57,7,2,-8,33,65
6792,Good,72,15,37,14,54,90
6793,Bad,75,4,42,0,18,15
6794,Bad,66,2,15,2,47,-8
6795,Bad,56,3,4,1,35,65
6796,Bad,87,5,43,18,0,-8
6797,Bad,56,2,-7,0,74,100
6798,Good,80,3,-7,2,2,-8
6799,Bad,67,17,4,17,45,47
6800,Good,82,19,-7,8,9,44
6801,Good,83,19,37,16,4,60
6802,Good,79,10,-7,1,36,50
6803,Good,82,14,-7,9,29,89
6804,Good,69,22,2,-8,2,-8
6805,Bad,67,0,8,0,60,-8
6806,Bad,70,0,40,1,55,10
6807,Bad,83,14,39,1,17,76
6808,Bad,59,2,4,3,43,87
6809,Good,90,143,-7,24,0,-8
6810,Good,89,5,-7,6,0,-8
6811,Good,85,2,-7,1,16,-8
6812,Good,-9,-9,-9,-9,-9,-9
6813,Bad,68,5,51,8,84,-8
6814,Good,81,31,-7,1,39,-8
6815,Good,66,12,12,0,55,73
6816,Bad,61,39,3,-8,73,-8
6817,Good,87,20,-7,-8,19,-8
6818,Good,63,1,15,1,44,71
6819,Good,89,11,-7,11,2,-8
6820,Bad,64,2,38,1,64,55
6821,Good,74,4,71,3,23,26
6822,Bad,73,5,8,2,14,95
6823,Good,89,5,-7,4,1,82
6824,Bad,58,5,-7,0,96,82
6825,Good,68,29,23,-8,-8,-8
6826,Good,86,37,-7,-8,18,-8
6827,Bad,67,1,72,0,61,18
6828,Bad,68,32,-7,1,99,19
6829,Good,78,46,-7,2,49,32
6830,Bad,68,4,20,3,68,15
6831,Bad,60,3,5,0,85,82
6832,Bad,57,3,-7,6,76,83
6833,Good,69,8,8,9,22,-8
6834,Good,71,4,67,2,55,-8
6835,Good,79,10,19,0,8,48
6836,Good,62,28,8,16,30,33
6837,Bad,66,9,38,4,49,-8
6838,Bad,62,15,29,4,113,-8
6839,Good,72,6,-7,0,66,60
6840,Good,69,4,-7,1,39,77
6841,Bad,73,27,-7,0,-8,98
6842,Bad,80,9,30,0,5,82
6843,Good,81,6,-7,5,11,89
6844,Bad,67,1,46,2,60,-8
6845,Good,81,8,-7,7,44,18
6846,Bad,70,18,7,7,16,-8
6847,Bad,82,21,-7,0,13,-8
6848,Good,73,2,36,2,23,72
6849,Bad,58,2,-7,1,69,-8
6850,Good,92,6,-7,-8,0,-8
6851,Good,73,2,70,2,50,82
6852,Bad,57,2,61,0,57,69
6853,Bad,60,5,5,-8,63,68
6854,Bad,65,7,-7,1,79,-8
6855,Good,77,2,-7,2,22,90
6856,Good,54,10,2,9,62,48
6857,Bad,66,7,-7,0,35,-8
6858,Good,90,3,-7,3,3,-8
6859,Good,72,1,-7,3,26,77
6860,Bad,62,22,2,2,7,66
6861,Good,77,3,-7,3,16,-8
6862,Good,80,21,32,15,4,57
6863,Bad,80,4,-7,0,3,77
6864,Good,86,1,-7,1,1,-8
6865,Bad,62,6,1,5,64,-8
6866,Bad,70,3,-7,3,89,33
6867,Bad,-9,-9,-9,-9,-9,-9
6868,Good,76,10,-7,0,0,93
6869,Good,83,9,-7,3,16,75
6870,Bad,72,3,49,0,36,22
6871,Good,70,4,-7,3,15,68
6872,Good,92,10,-7,9,1,-8
6873,Bad,67,2,56,1,57,95
6874,Good,86,4,-7,7,15,-8
6875,Bad,68,4,28,3,33,95
6876,Good,88,2,-7,1,3,30
6877,Bad,66,6,26,0,27,95
6878,Good,83,6,49,0,19,70
6879,Good,77,33,18,14,2,-8
6880,Good,80,58,-7,19,51,-8
6881,Good,84,1,-7,15,7,-8
6882,Good,59,5,1,-8,16,35
6883,Bad,67,3,7,3,32,39
6884,Good,68,5,4,1,1,-8
6885,Bad,69,6,-7,0,33,95
6886,Good,77,39,8,3,4,-8
6887,Bad,65,7,8,0,22,-8
6888,Bad,88,9,-7,0,1,-8
6889,Bad,61,2,-7,0,80,92
6890,Good,87,6,-7,5,9,-8
6891,Bad,56,5,2,3,41,53
6892,Good,81,3,-7,3,45,-8
6893,Bad,75,14,11,19,10,68
6894,Good,80,4,-7,0,5,-8
6895,Good,90,14,-7,-8,6,-8
6896,Good,84,18,-7,3,28,-8
6897,Bad,73,13,11,1,35,-8
6898,Bad,58,4,4,1,44,83
6899,Good,76,11,-7,-8,67,88
6900,Good,75,10,-7,4,33,67
6901,Good,63,2,4,12,50,100
6902,Good,86,14,21,0,1,-8
6903,Good,84,4,-7,4,1,68
6904,Bad,74,3,22,6,12,22
6905,Good,86,10,17,9,3,34
6906,Bad,67,3,-7,0,30,-8
6907,Good,73,13,-7,15,36,-8
6908,Good,65,3,-7,2,32,49
6909,Good,82,5,-7,3,29,-8
6910,Bad,61,9,-7,6,80,-8
6911,Bad,72,5,4,6,6,-8
